run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.cv_rmse,metrics.cv_rmse_step,metrics.test_r2,metrics.test_rmse,metrics.validation_min_test_r2,metrics.test_mae,metrics.best_cv_rmse,metrics.r2,metrics.mae,metrics.rmse,params.max_depth,params.n_estimators,params.n_jobs,params.random_state,params.min_samples_leaf,params.best_n_estimators,params.model_type,params.n_trials,params.cv_folds,params.best_min_samples_leaf,params.validation_min_test_r2,params.feature_selection_k,params.best_max_depth,params.validation_passed,tags.mlflow.source.name,tags.mlflow.source.type,tags.mlflow.runName,tags.mlflow.user,tags.mlflow.source.git.commit,tags.mlflow.parentRunId,tags.mlflow.log-model.history
c3140d82fa9541e48c794450b1f6ccb2,964614978291141374,FINISHED,file:D:/Users/Badr/Downloads/MLOPs Final Project/mlops-final/mlruns/964614978291141374/c3140d82fa9541e48c794450b1f6ccb2/artifacts,2026-05-01 14:30:29.342000+00:00,2026-05-01 14:30:29.409000+00:00,80.42781649195074,80.42781649195074,,,,,,,,,4,100,-1,42,2,,,,,,,,,,D:\Users\Badr\Downloads\MLOPs Final Project\mlops-final\src\training\train.py,LOCAL,hpo_trial_7,Badr,109231d5c6cb075aff1972bedb299bac2bf8c7cb,2eed63f9b3a14913b0e7a3b5a29e852b,
cfad835497604a6e814726e0c1b344db,964614978291141374,FINISHED,file:D:/Users/Badr/Downloads/MLOPs Final Project/mlops-final/mlruns/964614978291141374/cfad835497604a6e814726e0c1b344db/artifacts,2026-05-01 14:30:28.763000+00:00,2026-05-01 14:30:28.826000+00:00,65.14396236450203,65.14396236450203,,,,,,,,,16,400,-1,42,4,,,,,,,,,,D:\Users\Badr\Downloads\MLOPs Final Project\mlops-final\src\training\train.py,LOCAL,hpo_trial_6,Badr,109231d5c6cb075aff1972bedb299bac2bf8c7cb,2eed63f9b3a14913b0e7a3b5a29e852b,
09e75fc99a6e408d9ac6b4bfa058baa9,964614978291141374,FINISHED,file:D:/Users/Badr/Downloads/MLOPs Final Project/mlops-final/mlruns/964614978291141374/09e75fc99a6e408d9ac6b4bfa058baa9/artifacts,2026-05-01 14:30:25.839000+00:00,2026-05-01 14:30:25.921000+00:00,65.11997030621579,65.11997030621579,,,,,,,,,16,100,-1,42,4,,,,,,,,,,D:\Users\Badr\Downloads\MLOPs Final Project\mlops-final\src\training\train.py,LOCAL,hpo_trial_5,Badr,109231d5c6cb075aff1972bedb299bac2bf8c7cb,2eed63f9b3a14913b0e7a3b5a29e852b,
cabdabfca67e4b3db6e07fa1a809f980,964614978291141374,FINISHED,file:D:/Users/Badr/Downloads/MLOPs Final Project/mlops-final/mlruns/964614978291141374/cabdabfca67e4b3db6e07fa1a809f980/artifacts,2026-05-01 14:30:24.859000+00:00,2026-05-01 14:30:24.925000+00:00,80.46223898379576,80.46223898379576,,,,,,,,,4,200,-1,42,2,,,,,,,,,,D:\Users\Badr\Downloads\MLOPs Final Project\mlops-final\src\training\train.py,LOCAL,hpo_trial_4,Badr,109231d5c6cb075aff1972bedb299bac2bf8c7cb,2eed63f9b3a14913b0e7a3b5a29e852b,
5a87093d015c460097d839897c6262aa,964614978291141374,FINISHED,file:D:/Users/Badr/Downloads/MLOPs Final Project/mlops-final/mlruns/964614978291141374/5a87093d015c460097d839897c6262aa/artifacts,2026-05-01 14:30:23.927000+00:00,2026-05-01 14:30:23.992000+00:00,67.29861540854647,67.29861540854647,,,,,,,,,8,100,-1,42,2,,,,,,,,,,D:\Users\Badr\Downloads\MLOPs Final Project\mlops-final\src\training\train.py,LOCAL,hpo_trial_3,Badr,109231d5c6cb075aff1972bedb299bac2bf8c7cb,2eed63f9b3a14913b0e7a3b5a29e852b,
55c46577368741df9a7a785c091af529,964614978291141374,FINISHED,file:D:/Users/Badr/Downloads/MLOPs Final Project/mlops-final/mlruns/964614978291141374/55c46577368741df9a7a785c091af529/artifacts,2026-05-01 14:30:23.261000+00:00,2026-05-01 14:30:23.326000+00:00,65.13176794990228,65.13176794990228,,,,,,,,,16,100,-1,42,2,,,,,,,,,,D:\Users\Badr\Downloads\MLOPs Final Project\mlops-final\src\training\train.py,LOCAL,hpo_trial_2,Badr,109231d5c6cb075aff1972bedb299bac2bf8c7cb,2eed63f9b3a14913b0e7a3b5a29e852b,
143a6d5018394c70a38fd1fa1cb2004d,964614978291141374,FINISHED,file:D:/Users/Badr/Downloads/MLOPs Final Project/mlops-final/mlruns/964614978291141374/143a6d5018394c70a38fd1fa1cb2004d/artifacts,2026-05-01 14:30:22.309000+00:00,2026-05-01 14:30:22.413000+00:00,65.0591974855531,65.0591974855531,,,,,,,,,None,200,-1,42,1,,,,,,,,,,D:\Users\Badr\Downloads\MLOPs Final Project\mlops-final\src\training\train.py,LOCAL,hpo_trial_1,Badr,109231d5c6cb075aff1972bedb299bac2bf8c7cb,2eed63f9b3a14913b0e7a3b5a29e852b,
36673873b4494760a0489696745157ae,964614978291141374,FINISHED,file:D:/Users/Badr/Downloads/MLOPs Final Project/mlops-final/mlruns/964614978291141374/36673873b4494760a0489696745157ae/artifacts,2026-05-01 14:30:20.027000+00:00,2026-05-01 14:30:20.125000+00:00,80.46200544880168,80.46200544880168,,,,,,,,,4,200,-1,42,1,,,,,,,,,,D:\Users\Badr\Downloads\MLOPs Final Project\mlops-final\src\training\train.py,LOCAL,hpo_trial_0,Badr,109231d5c6cb075aff1972bedb299bac2bf8c7cb,2eed63f9b3a14913b0e7a3b5a29e852b,
2eed63f9b3a14913b0e7a3b5a29e852b,964614978291141374,FINISHED,file:D:/Users/Badr/Downloads/MLOPs Final Project/mlops-final/mlruns/964614978291141374/2eed63f9b3a14913b0e7a3b5a29e852b/artifacts,2026-05-01 14:30:19.101000+00:00,2026-05-01 14:31:05.473000+00:00,,,0.7570725279289972,66.71144693740244,0.7,45.0629244170033,65.0591974855531,,,,,,,,,200,random_forest,20,3,1,0.7,12,None,True,D:\Users\Badr\Downloads\MLOPs Final Project\mlops-final\src\training\train.py,LOCAL,parent_hpo,Badr,109231d5c6cb075aff1972bedb299bac2bf8c7cb,,"[{""run_id"": ""2eed63f9b3a14913b0e7a3b5a29e852b"", ""artifact_path"": ""model"", ""utc_time_created"": ""2026-05-01 14:30:58.725336"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.12.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.4.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}, ""model_uuid"": ""0e8c3c5bc1e44171929cfeeefa0919a2"", ""mlflow_version"": ""2.13.0"", ""model_size_bytes"": 108493977}]"
eeb98af329d949e2bd0cfcffbcaa359b,964614978291141374,FINISHED,file:D:/Users/Badr/Downloads/MLOPs Final Project/mlops-final/mlruns/964614978291141374/eeb98af329d949e2bd0cfcffbcaa359b/artifacts,2026-05-01 14:18:26.179000+00:00,2026-05-01 14:18:34.345000+00:00,,,,,,,,0.7355338921284966,48.147832586914305,69.60606084976979,8,100,-1,42,,,RandomForestRegressor,,,,,,,,D:\Users\Badr\Downloads\MLOPs Final Project\mlops-final\src\training\train.py,LOCAL,baseline_random_forest,Badr,109231d5c6cb075aff1972bedb299bac2bf8c7cb,,"[{""run_id"": ""eeb98af329d949e2bd0cfcffbcaa359b"", ""artifact_path"": ""model"", ""utc_time_created"": ""2026-05-01 14:18:26.262783"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.12.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.4.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}, ""model_uuid"": ""b2db7b0b8bff4622b9d49472f55b2158"", ""mlflow_version"": ""2.13.0"", ""model_size_bytes"": 3327186}]"
